"IncomeE","Majority","LUOF_logical","Income10k","White","Black","No_Majority","Latino","Decile"
53534,"White",0,5.3534,1,0,0,0,4
43400,"White",0,4.34,1,0,0,0,3
59699,"Black",0,5.9699,0,1,0,0,5
31188,"Black",0,3.1188,0,1,0,0,1
40735,"Black",0,4.0735,0,1,0,0,2
18929,"Black",0,1.8929,0,1,0,0,1
16552,"Black",0,1.6552,0,1,0,0,1
127601,"White",0,12.7601,1,0,0,0,10
48750,"White",0,4.875,1,0,0,0,3
28862,"Black",0,2.8862,0,1,0,0,1
27500,"Black",0,2.75,0,1,0,0,1
21875,"Black",0,2.1875,0,1,0,0,1
20536,"Black",0,2.0536,0,1,0,0,1
46333,"White",0,4.6333,1,0,0,0,3
42582,"White",0,4.2582,1,0,0,0,2
53819,"White",0,5.3819,1,0,0,0,4
26342,"Black",0,2.6342,0,1,0,0,1
36332,"White",0,3.6332,1,0,0,0,2
57239,"White",0,5.7239,1,0,0,0,5
49911,"White",0,4.9911,1,0,0,0,4
38319,"Black",0,3.8319,0,1,0,0,2
23221,"Black",1,2.3221,0,1,0,0,1
31424,"White",0,3.1424,1,0,0,0,1
33400,"White",0,3.34,1,0,0,0,1
44063,"White",0,4.4063,1,0,0,0,3
51343,"White",0,5.1343,1,0,0,0,4
24557,"Black",0,2.4557,0,1,0,0,1
41875,"White",0,4.1875,1,0,0,0,2
35605,"Black",1,3.5605,0,1,0,0,2
39025,"Black",0,3.9025,0,1,0,0,2
29390,"Black",0,2.939,0,1,0,0,1
37206,"Black",0,3.7206,0,1,0,0,2
27396,"Black",0,2.7396,0,1,0,0,1
27148,"Black",0,2.7148,0,1,0,0,1
46778,"Black",0,4.6778,0,1,0,0,3
73309,"White",0,7.3309,1,0,0,0,7
26681,"Black",0,2.6681,0,1,0,0,1
32024,"No Majority",0,3.2024,0,0,1,0,1
25323,"Black",0,2.5323,0,1,0,0,1
15979,"Black",0,1.5979,0,1,0,0,1
15245,"Black",0,1.5245,0,1,0,0,1
29057,"Black",0,2.9057,0,1,0,0,1
41364,"White",0,4.1364,1,0,0,0,2
30362,"Black",0,3.0362,0,1,0,0,1
34341,"White",0,3.4341,1,0,0,0,1
17647,"No Majority",0,1.7647,0,0,1,0,1
49659,"White",0,4.9659,1,0,0,0,3
99000,"White",0,9.9,1,0,0,0,9
60827,"No Majority",0,6.0827,0,0,1,0,5
27110,"Black",0,2.711,0,1,0,0,1
67813,"White",0,6.7813,1,0,0,0,6
"NA","Black",0,"NA",0,1,0,0,""
36065,"Black",0,3.6065,0,1,0,0,2
107500,"White",0,10.75,1,0,0,0,9
87664,"White",0,8.7664,1,0,0,0,8
"NA","No Majority",0,"NA",0,0,1,0,""
14596,"Black",0,1.4596,0,1,0,0,1
37128,"Black",0,3.7128,0,1,0,0,2
26372,"Black",0,2.6372,0,1,0,0,1
49258,"White",0,4.9258,1,0,0,0,3
44567,"White",0,4.4567,1,0,0,0,3
34087,"White",0,3.4087,1,0,0,0,1
36777,"Black",0,3.6777,0,1,0,0,2
67059,"White",0,6.7059,1,0,0,0,6
17705,"White",0,1.7705,1,0,0,0,1
19151,"White",0,1.9151,1,0,0,0,1
85781,"White",0,8.5781,1,0,0,0,8
57727,"White",0,5.7727,1,0,0,0,5
68000,"White",1,6.8,1,0,0,0,6
77727,"White",1,7.7727,1,0,0,0,7
46549,"White",0,4.6549,1,0,0,0,3
75216,"White",0,7.5216,1,0,0,0,7
124375,"White",0,12.4375,1,0,0,0,10
25189,"Black",0,2.5189,0,1,0,0,1
22440,"Black",0,2.244,0,1,0,0,1
35938,"Black",0,3.5938,0,1,0,0,2
36042,"Black",0,3.6042,0,1,0,0,2
28872,"Black",1,2.8872,0,1,0,0,1
53636,"Black",0,5.3636,0,1,0,0,4
68266,"White",0,6.8266,1,0,0,0,6
24010,"Black",0,2.401,0,1,0,0,1
71737,"White",0,7.1737,1,0,0,0,7
31789,"No Majority",0,3.1789,0,0,1,0,1
48900,"White",0,4.89,1,0,0,0,3
26885,"Black",0,2.6885,0,1,0,0,1
63450,"White",0,6.345,1,0,0,0,6
48466,"Black",0,4.8466,0,1,0,0,3
42038,"White",0,4.2038,1,0,0,0,2
40373,"White",0,4.0373,1,0,0,0,2
39000,"Black",0,3.9,0,1,0,0,2
41038,"White",0,4.1038,1,0,0,0,2
32344,"White",0,3.2344,1,0,0,0,1
26771,"Black",0,2.6771,0,1,0,0,1
53098,"White",0,5.3098,1,0,0,0,4
61362,"White",1,6.1362,1,0,0,0,5
105168,"White",0,10.5168,1,0,0,0,9
64228,"White",0,6.4228,1,0,0,0,6
30620,"White",0,3.062,1,0,0,0,1
36328,"Black",0,3.6328,0,1,0,0,2
27218,"White",0,2.7218,1,0,0,0,1
44673,"White",0,4.4673,1,0,0,0,3
76286,"White",0,7.6286,1,0,0,0,7
38036,"White",0,3.8036,1,0,0,0,2
30042,"Black",0,3.0042,0,1,0,0,1
50000,"White",0,5,1,0,0,0,4
34145,"Black",0,3.4145,0,1,0,0,1
32986,"Black",0,3.2986,0,1,0,0,1
37939,"White",0,3.7939,1,0,0,0,2
55526,"White",0,5.5526,1,0,0,0,4
29550,"White",0,2.955,1,0,0,0,1
49107,"White",0,4.9107,1,0,0,0,3
23269,"Black",0,2.3269,0,1,0,0,1
15245,"Black",1,1.5245,0,1,0,0,1
31319,"Black",0,3.1319,0,1,0,0,1
43274,"No Majority",0,4.3274,0,0,1,0,3
38915,"Black",1,3.8915,0,1,0,0,2
66411,"White",0,6.6411,1,0,0,0,6
48300,"White",0,4.83,1,0,0,0,3
27714,"Black",0,2.7714,0,1,0,0,1
20722,"Black",0,2.0722,0,1,0,0,1
47297,"White",0,4.7297,1,0,0,0,3
52601,"White",1,5.2601,1,0,0,0,4
51898,"Black",0,5.1898,0,1,0,0,4
21946,"Black",0,2.1946,0,1,0,0,1
37500,"White",0,3.75,1,0,0,0,2
64516,"White",0,6.4516,1,0,0,0,6
27283,"Black",0,2.7283,0,1,0,0,1
30690,"Black",0,3.069,0,1,0,0,1
41879,"White",0,4.1879,1,0,0,0,2
24509,"Black",0,2.4509,0,1,0,0,1
15599,"Black",0,1.5599,0,1,0,0,1
56402,"White",0,5.6402,1,0,0,0,5
44583,"White",0,4.4583,1,0,0,0,3
45214,"White",0,4.5214,1,0,0,0,3
10481,"White",0,1.0481,1,0,0,0,1
44102,"White",0,4.4102,1,0,0,0,3
72571,"White",0,7.2571,1,0,0,0,7
44237,"White",0,4.4237,1,0,0,0,3
"NA","No Majority",0,"NA",0,0,1,0,""
17601,"Black",0,1.7601,0,1,0,0,1
76166,"White",0,7.6166,1,0,0,0,7
61992,"White",0,6.1992,1,0,0,0,5
35536,"White",0,3.5536,1,0,0,0,2
63238,"White",0,6.3238,1,0,0,0,6
37976,"Black",0,3.7976,0,1,0,0,2
54609,"Black",0,5.4609,0,1,0,0,4
117165,"White",0,11.7165,1,0,0,0,10
36034,"Black",0,3.6034,0,1,0,0,2
55400,"White",0,5.54,1,0,0,0,4
43030,"White",0,4.303,1,0,0,0,3
42656,"Black",0,4.2656,0,1,0,0,2
53913,"Black",1,5.3913,0,1,0,0,4
138056,"White",0,13.8056,1,0,0,0,10
137613,"White",0,13.7613,1,0,0,0,10
91696,"White",0,9.1696,1,0,0,0,8
123857,"White",0,12.3857,1,0,0,0,10
17400,"No Majority",0,1.74,0,0,1,0,1
48750,"White",0,4.875,1,0,0,0,3
90617,"White",0,9.0617,1,0,0,0,8
57838,"White",0,5.7838,1,0,0,0,5
42143,"Black",0,4.2143,0,1,0,0,2
92045,"White",0,9.2045,1,0,0,0,8
65481,"White",0,6.5481,1,0,0,0,6
80428,"White",0,8.0428,1,0,0,0,8
21722,"Black",0,2.1722,0,1,0,0,1
42448,"White",0,4.2448,1,0,0,0,2
52284,"White",0,5.2284,1,0,0,0,4
81715,"White",0,8.1715,1,0,0,0,8
36544,"White",0,3.6544,1,0,0,0,2
34109,"White",0,3.4109,1,0,0,0,1
69259,"Black",0,6.9259,0,1,0,0,6
25298,"Black",0,2.5298,0,1,0,0,1
35074,"White",0,3.5074,1,0,0,0,2
61122,"White",0,6.1122,1,0,0,0,5
34268,"White",0,3.4268,1,0,0,0,1
72830,"White",1,7.283,1,0,0,0,7
40227,"White",0,4.0227,1,0,0,0,2
22367,"Black",0,2.2367,0,1,0,0,1
37592,"No Majority",0,3.7592,0,0,1,0,2
43464,"White",0,4.3464,1,0,0,0,3
52520,"White",0,5.252,1,0,0,0,4
20144,"Black",0,2.0144,0,1,0,0,1
87143,"White",0,8.7143,1,0,0,0,8
31166,"Black",0,3.1166,0,1,0,0,1
44129,"White",0,4.4129,1,0,0,0,3
33889,"White",0,3.3889,1,0,0,0,1
60595,"No Majority",0,6.0595,0,0,1,0,5
32151,"Black",0,3.2151,0,1,0,0,1
60313,"Black",0,6.0313,0,1,0,0,5
20497,"Black",0,2.0497,0,1,0,0,1
53403,"White",1,5.3403,1,0,0,0,4
53438,"White",0,5.3438,1,0,0,0,4
"NA","White",0,"NA",1,0,0,0,""
68446,"White",0,6.8446,1,0,0,0,6
33271,"White",0,3.3271,1,0,0,0,1
37141,"White",0,3.7141,1,0,0,0,2
30257,"Black",0,3.0257,0,1,0,0,1
41528,"White",0,4.1528,1,0,0,0,2
35133,"Black",0,3.5133,0,1,0,0,2
17449,"Black",0,1.7449,0,1,0,0,1
53459,"White",0,5.3459,1,0,0,0,4
29750,"Black",0,2.975,0,1,0,0,1
34776,"Black",1,3.4776,0,1,0,0,1
97588,"White",0,9.7588,1,0,0,0,9
100222,"White",0,10.0222,1,0,0,0,9
33311,"White",0,3.3311,1,0,0,0,1
37464,"White",0,3.7464,1,0,0,0,2
52434,"White",0,5.2434,1,0,0,0,4
50643,"Black",0,5.0643,0,1,0,0,4
25019,"Black",1,2.5019,0,1,0,0,1
58625,"White",0,5.8625,1,0,0,0,5
39125,"White",0,3.9125,1,0,0,0,2
89783,"White",0,8.9783,1,0,0,0,8
22500,"Black",0,2.25,0,1,0,0,1
49144,"Black",0,4.9144,0,1,0,0,3
36250,"No Majority",0,3.625,0,0,1,0,2
27656,"Black",0,2.7656,0,1,0,0,1
59188,"White",0,5.9188,1,0,0,0,5
22738,"Black",0,2.2738,0,1,0,0,1
54023,"No Majority",1,5.4023,0,0,1,0,4
55536,"Black",0,5.5536,0,1,0,0,4
58750,"White",0,5.875,1,0,0,0,5
18710,"Black",0,1.871,0,1,0,0,1
41588,"Black",0,4.1588,0,1,0,0,2
38859,"White",0,3.8859,1,0,0,0,2
45913,"No Majority",0,4.5913,0,0,1,0,3
56424,"White",0,5.6424,1,0,0,0,5
55594,"Black",0,5.5594,0,1,0,0,4
46968,"Black",0,4.6968,0,1,0,0,3
38750,"Black",0,3.875,0,1,0,0,2
63795,"White",0,6.3795,1,0,0,0,6
19246,"White",0,1.9246,1,0,0,0,1
47917,"No Majority",0,4.7917,0,0,1,0,3
39878,"White",0,3.9878,1,0,0,0,2
55599,"Black",0,5.5599,0,1,0,0,4
64286,"White",0,6.4286,1,0,0,0,6
13529,"Black",1,1.3529,0,1,0,0,1
"NA","No Majority",0,"NA",0,0,1,0,""
81165,"White",0,8.1165,1,0,0,0,8
22723,"White",0,2.2723,1,0,0,0,1
23103,"Black",0,2.3103,0,1,0,0,1
104176,"White",0,10.4176,1,0,0,0,9
30000,"Black",0,3,0,1,0,0,1
130917,"White",0,13.0917,1,0,0,0,10
28041,"Black",0,2.8041,0,1,0,0,1
45580,"White",0,4.558,1,0,0,0,3
104535,"White",0,10.4535,1,0,0,0,9
38958,"Black",0,3.8958,0,1,0,0,2
20865,"No Majority",1,2.0865,0,0,1,0,1
19655,"Black",0,1.9655,0,1,0,0,1
47203,"White",1,4.7203,1,0,0,0,3
32996,"White",1,3.2996,1,0,0,0,1
46285,"White",1,4.6285,1,0,0,0,3
71927,"White",0,7.1927,1,0,0,0,7
66094,"White",0,6.6094,1,0,0,0,6
18474,"Black",0,1.8474,0,1,0,0,1
144597,"White",0,14.4597,1,0,0,0,10
34447,"Black",0,3.4447,0,1,0,0,1
68448,"White",1,6.8448,1,0,0,0,6
38013,"No Majority",0,3.8013,0,0,1,0,2
66548,"Black",0,6.6548,0,1,0,0,6
80250,"White",0,8.025,1,0,0,0,8
22900,"Black",0,2.29,0,1,0,0,1
35565,"Black",0,3.5565,0,1,0,0,2
34258,"White",0,3.4258,1,0,0,0,1
27216,"Black",0,2.7216,0,1,0,0,1
125096,"White",0,12.5096,1,0,0,0,10
27927,"White",0,2.7927,1,0,0,0,1
65972,"White",1,6.5972,1,0,0,0,6
29316,"Black",0,2.9316,0,1,0,0,1
76652,"White",0,7.6652,1,0,0,0,7
35788,"No Majority",0,3.5788,0,0,1,0,2
28402,"Black",0,2.8402,0,1,0,0,1
83944,"White",0,8.3944,1,0,0,0,8
31833,"Black",0,3.1833,0,1,0,0,1
37099,"Black",0,3.7099,0,1,0,0,2
19722,"Black",0,1.9722,0,1,0,0,1
37202,"Black",0,3.7202,0,1,0,0,2
34338,"Black",0,3.4338,0,1,0,0,1
37823,"Black",0,3.7823,0,1,0,0,2
23375,"No Majority",0,2.3375,0,0,1,0,1
50918,"White",0,5.0918,1,0,0,0,4
33875,"White",1,3.3875,1,0,0,0,1
28114,"No Majority",0,2.8114,0,0,1,0,1
31808,"No Majority",1,3.1808,0,0,1,0,1
27231,"Black",0,2.7231,0,1,0,0,1
17757,"Black",0,1.7757,0,1,0,0,1
24861,"Black",0,2.4861,0,1,0,0,1
32619,"Black",0,3.2619,0,1,0,0,1
53716,"White",0,5.3716,1,0,0,0,4
54367,"White",0,5.4367,1,0,0,0,4
50300,"White",0,5.03,1,0,0,0,4
78428,"White",0,7.8428,1,0,0,0,7
37067,"White",0,3.7067,1,0,0,0,2
55129,"White",0,5.5129,1,0,0,0,4
55758,"No Majority",0,5.5758,0,0,1,0,5
41678,"Black",0,4.1678,0,1,0,0,2
47683,"Black",0,4.7683,0,1,0,0,3
38200,"No Majority",1,3.82,0,0,1,0,2
59254,"Black",0,5.9254,0,1,0,0,5
55237,"White",0,5.5237,1,0,0,0,4
31329,"Black",0,3.1329,0,1,0,0,1
27485,"Black",0,2.7485,0,1,0,0,1
27075,"Black",0,2.7075,0,1,0,0,1
37125,"White",0,3.7125,1,0,0,0,2
54800,"White",0,5.48,1,0,0,0,4
16942,"Black",0,1.6942,0,1,0,0,1
29655,"Black",0,2.9655,0,1,0,0,1
41866,"Black",0,4.1866,0,1,0,0,2
27250,"Black",0,2.725,0,1,0,0,1
46629,"Black",0,4.6629,0,1,0,0,3
35915,"Black",0,3.5915,0,1,0,0,2
43707,"White",0,4.3707,1,0,0,0,3
22080,"Black",1,2.208,0,1,0,0,1
49435,"Black",0,4.9435,0,1,0,0,3
36463,"No Majority",0,3.6463,0,0,1,0,2
78281,"White",0,7.8281,1,0,0,0,7
41098,"No Majority",0,4.1098,0,0,1,0,2
30063,"Black",0,3.0063,0,1,0,0,1
61569,"No Majority",1,6.1569,0,0,1,0,5
63889,"White",0,6.3889,1,0,0,0,6
89591,"White",0,8.9591,1,0,0,0,8
45500,"White",0,4.55,1,0,0,0,3
33409,"Black",0,3.3409,0,1,0,0,1
42769,"White",0,4.2769,1,0,0,0,2
37647,"White",0,3.7647,1,0,0,0,2
40577,"White",0,4.0577,1,0,0,0,2
41000,"White",0,4.1,1,0,0,0,2
106394,"White",0,10.6394,1,0,0,0,9
44674,"Black",0,4.4674,0,1,0,0,3
52151,"White",0,5.2151,1,0,0,0,4
42419,"White",0,4.2419,1,0,0,0,2
15481,"Black",0,1.5481,0,1,0,0,1
39615,"No Majority",0,3.9615,0,0,1,0,2
110547,"White",0,11.0547,1,0,0,0,9
72155,"White",1,7.2155,1,0,0,0,7
51829,"Black",0,5.1829,0,1,0,0,4
33504,"White",1,3.3504,1,0,0,0,1
38695,"White",0,3.8695,1,0,0,0,2
25564,"No Majority",0,2.5564,0,0,1,0,1
32141,"White",0,3.2141,1,0,0,0,1
62973,"White",0,6.2973,1,0,0,0,6
39063,"White",1,3.9063,1,0,0,0,2
52636,"White",1,5.2636,1,0,0,0,4
32205,"White",0,3.2205,1,0,0,0,1
75769,"White",0,7.5769,1,0,0,0,7
66019,"White",1,6.6019,1,0,0,0,6
54474,"White",0,5.4474,1,0,0,0,4
36756,"White",0,3.6756,1,0,0,0,2
46049,"White",0,4.6049,1,0,0,0,3
26000,"Black",0,2.6,0,1,0,0,1
35000,"White",0,3.5,1,0,0,0,2
46750,"White",0,4.675,1,0,0,0,3
51318,"White",0,5.1318,1,0,0,0,4
50670,"White",1,5.067,1,0,0,0,4
50045,"White",0,5.0045,1,0,0,0,4
55690,"White",0,5.569,1,0,0,0,5
40639,"White",1,4.0639,1,0,0,0,2
25000,"No Majority",0,2.5,0,0,1,0,1
36549,"Black",0,3.6549,0,1,0,0,2
43409,"White",0,4.3409,1,0,0,0,3
28937,"Black",0,2.8937,0,1,0,0,1
37321,"White",0,3.7321,1,0,0,0,2
31859,"White",0,3.1859,1,0,0,0,1
13750,"No Majority",0,1.375,0,0,1,0,1
51226,"White",0,5.1226,1,0,0,0,4
31250,"White",0,3.125,1,0,0,0,1
44186,"No Majority",0,4.4186,0,0,1,0,3
58258,"White",0,5.8258,1,0,0,0,5
46554,"White",0,4.6554,1,0,0,0,3
63211,"White",0,6.3211,1,0,0,0,6
34764,"White",0,3.4764,1,0,0,0,1
41406,"White",1,4.1406,1,0,0,0,2
30955,"Black",0,3.0955,0,1,0,0,1
23095,"White",1,2.3095,1,0,0,0,1
45274,"White",0,4.5274,1,0,0,0,3
47604,"White",0,4.7604,1,0,0,0,3
50000,"White",0,5,1,0,0,0,4
42232,"White",0,4.2232,1,0,0,0,2
73686,"White",0,7.3686,1,0,0,0,7
35625,"Black",0,3.5625,0,1,0,0,2
55778,"White",0,5.5778,1,0,0,0,5
43674,"Black",0,4.3674,0,1,0,0,3
43149,"White",0,4.3149,1,0,0,0,3
61607,"White",0,6.1607,1,0,0,0,5
33380,"White",0,3.338,1,0,0,0,1
43854,"White",0,4.3854,1,0,0,0,3
76146,"White",0,7.6146,1,0,0,0,7
45417,"White",0,4.5417,1,0,0,0,3
68842,"White",0,6.8842,1,0,0,0,6
43105,"Black",0,4.3105,0,1,0,0,3
15147,"Black",0,1.5147,0,1,0,0,1
31620,"Black",0,3.162,0,1,0,0,1
41768,"Black",0,4.1768,0,1,0,0,2
31691,"Black",0,3.1691,0,1,0,0,1
80969,"White",0,8.0969,1,0,0,0,8
45601,"White",0,4.5601,1,0,0,0,3
60056,"White",0,6.0056,1,0,0,0,5
46094,"White",0,4.6094,1,0,0,0,3
31471,"White",0,3.1471,1,0,0,0,1
22614,"Black",0,2.2614,0,1,0,0,1
40127,"White",0,4.0127,1,0,0,0,2
34338,"White",0,3.4338,1,0,0,0,1
36447,"Black",0,3.6447,0,1,0,0,2
27701,"Black",0,2.7701,0,1,0,0,1
41250,"Black",0,4.125,0,1,0,0,2
42965,"Black",0,4.2965,0,1,0,0,2
82696,"White",0,8.2696,1,0,0,0,8
33342,"White",0,3.3342,1,0,0,0,1
26250,"Black",0,2.625,0,1,0,0,1
23897,"Black",0,2.3897,0,1,0,0,1
40630,"Black",0,4.063,0,1,0,0,2
30833,"No Majority",0,3.0833,0,0,1,0,1
33553,"White",0,3.3553,1,0,0,0,1
47206,"White",0,4.7206,1,0,0,0,3
47557,"White",0,4.7557,1,0,0,0,3
37500,"White",0,3.75,1,0,0,0,2
51766,"White",0,5.1766,1,0,0,0,4
27500,"Black",0,2.75,0,1,0,0,1
53274,"White",1,5.3274,1,0,0,0,4
33641,"White",0,3.3641,1,0,0,0,1
64310,"White",0,6.431,1,0,0,0,6
50930,"White",0,5.093,1,0,0,0,4
56875,"White",0,5.6875,1,0,0,0,5
33112,"Black",0,3.3112,0,1,0,0,1
78250,"White",0,7.825,1,0,0,0,7
82708,"White",0,8.2708,1,0,0,0,8
34919,"White",0,3.4919,1,0,0,0,2
46563,"Black",0,4.6563,0,1,0,0,3
51420,"Black",0,5.142,0,1,0,0,4
80101,"White",0,8.0101,1,0,0,0,8
137000,"White",0,13.7,1,0,0,0,10
63498,"White",0,6.3498,1,0,0,0,6
48090,"No Majority",0,4.809,0,0,1,0,3
45313,"White",1,4.5313,1,0,0,0,3
137375,"White",0,13.7375,1,0,0,0,10
52289,"No Majority",0,5.2289,0,0,1,0,4
80865,"No Majority",0,8.0865,0,0,1,0,8
88504,"No Majority",0,8.8504,0,0,1,0,8
110573,"White",0,11.0573,1,0,0,0,9
44421,"White",0,4.4421,1,0,0,0,3
58105,"White",0,5.8105,1,0,0,0,5
45798,"White",0,4.5798,1,0,0,0,3
29893,"White",0,2.9893,1,0,0,0,1
80206,"White",0,8.0206,1,0,0,0,8
56856,"White",0,5.6856,1,0,0,0,5
33482,"White",0,3.3482,1,0,0,0,1
"NA","No Majority",0,"NA",0,0,1,0,""
128388,"White",0,12.8388,1,0,0,0,10
60255,"White",0,6.0255,1,0,0,0,5
33841,"White",0,3.3841,1,0,0,0,1
36136,"White",0,3.6136,1,0,0,0,2
87872,"White",0,8.7872,1,0,0,0,8
41964,"White",0,4.1964,1,0,0,0,2
60979,"White",0,6.0979,1,0,0,0,5
47407,"White",0,4.7407,1,0,0,0,3
45435,"White",0,4.5435,1,0,0,0,3
36497,"White",1,3.6497,1,0,0,0,2
40678,"White",0,4.0678,1,0,0,0,2
88048,"White",0,8.8048,1,0,0,0,8
59048,"White",0,5.9048,1,0,0,0,5
52857,"White",0,5.2857,1,0,0,0,4
31087,"White",0,3.1087,1,0,0,0,1
53983,"White",0,5.3983,1,0,0,0,4
47340,"White",0,4.734,1,0,0,0,3
20857,"No Majority",0,2.0857,0,0,1,0,1
46628,"White",0,4.6628,1,0,0,0,3
53135,"White",0,5.3135,1,0,0,0,4
"NA","Black",0,"NA",0,1,0,0,""
30306,"Black",0,3.0306,0,1,0,0,1
23675,"Black",1,2.3675,0,1,0,0,1
95071,"White",0,9.5071,1,0,0,0,9
34934,"White",0,3.4934,1,0,0,0,2
65315,"White",0,6.5315,1,0,0,0,6
53036,"White",1,5.3036,1,0,0,0,4
51463,"White",0,5.1463,1,0,0,0,4
32732,"White",0,3.2732,1,0,0,0,1
39692,"White",0,3.9692,1,0,0,0,2
44550,"White",0,4.455,1,0,0,0,3
38357,"White",0,3.8357,1,0,0,0,2
71031,"White",0,7.1031,1,0,0,0,7
43051,"White",0,4.3051,1,0,0,0,3
54375,"White",0,5.4375,1,0,0,0,4
61007,"White",0,6.1007,1,0,0,0,5
48419,"White",0,4.8419,1,0,0,0,3
51750,"White",0,5.175,1,0,0,0,4
"NA","White",0,"NA",1,0,0,0,""
39196,"White",1,3.9196,1,0,0,0,2
107663,"White",0,10.7663,1,0,0,0,9
59375,"White",0,5.9375,1,0,0,0,5
79026,"White",0,7.9026,1,0,0,0,7
60258,"White",0,6.0258,1,0,0,0,5
31523,"Black",0,3.1523,0,1,0,0,1
41250,"No Majority",0,4.125,0,0,1,0,2
124688,"White",0,12.4688,1,0,0,0,10
42244,"White",0,4.2244,1,0,0,0,2
68108,"White",0,6.8108,1,0,0,0,6
79098,"White",0,7.9098,1,0,0,0,7
76200,"White",0,7.62,1,0,0,0,7
53389,"White",0,5.3389,1,0,0,0,4
77604,"White",0,7.7604,1,0,0,0,7
60591,"White",0,6.0591,1,0,0,0,5
23698,"White",0,2.3698,1,0,0,0,1
33929,"White",0,3.3929,1,0,0,0,1
75417,"White",0,7.5417,1,0,0,0,7
56250,"White",0,5.625,1,0,0,0,5
40119,"White",0,4.0119,1,0,0,0,2
64736,"White",0,6.4736,1,0,0,0,6
76339,"White",1,7.6339,1,0,0,0,7
43333,"White",0,4.3333,1,0,0,0,3
49568,"No Majority",0,4.9568,0,0,1,0,3
41382,"White",0,4.1382,1,0,0,0,2
61198,"White",0,6.1198,1,0,0,0,5
57007,"White",1,5.7007,1,0,0,0,5
46053,"White",0,4.6053,1,0,0,0,3
46331,"White",1,4.6331,1,0,0,0,3
50441,"White",0,5.0441,1,0,0,0,4
80192,"Black",0,8.0192,0,1,0,0,8
80500,"White",0,8.05,1,0,0,0,8
120682,"White",0,12.0682,1,0,0,0,10
35091,"Black",0,3.5091,0,1,0,0,2
32683,"Black",0,3.2683,0,1,0,0,1
82875,"White",0,8.2875,1,0,0,0,8
33708,"Black",0,3.3708,0,1,0,0,1
31942,"White",0,3.1942,1,0,0,0,1
92264,"White",0,9.2264,1,0,0,0,8
119097,"White",0,11.9097,1,0,0,0,10
109552,"White",0,10.9552,1,0,0,0,9
128625,"White",0,12.8625,1,0,0,0,10
24375,"White",0,2.4375,1,0,0,0,1
37297,"White",0,3.7297,1,0,0,0,2
120170,"White",0,12.017,1,0,0,0,10
49519,"White",0,4.9519,1,0,0,0,3
67009,"White",0,6.7009,1,0,0,0,6
79318,"White",0,7.9318,1,0,0,0,7
47232,"White",0,4.7232,1,0,0,0,3
20208,"Black",0,2.0208,0,1,0,0,1
31447,"No Majority",0,3.1447,0,0,1,0,1
40404,"White",0,4.0404,1,0,0,0,2
32321,"Black",0,3.2321,0,1,0,0,1
51336,"White",0,5.1336,1,0,0,0,4
42500,"White",0,4.25,1,0,0,0,2
39919,"White",0,3.9919,1,0,0,0,2
35472,"White",0,3.5472,1,0,0,0,2
55069,"White",0,5.5069,1,0,0,0,4
29611,"Black",0,2.9611,0,1,0,0,1
47454,"Black",0,4.7454,0,1,0,0,3
30039,"Black",0,3.0039,0,1,0,0,1
25246,"Black",0,2.5246,0,1,0,0,1
63096,"White",1,6.3096,1,0,0,0,6
68333,"White",0,6.8333,1,0,0,0,6
38900,"Black",0,3.89,0,1,0,0,2
31480,"Black",0,3.148,0,1,0,0,1
23451,"Black",0,2.3451,0,1,0,0,1
84816,"White",0,8.4816,1,0,0,0,8
47192,"White",0,4.7192,1,0,0,0,3
32708,"Black",0,3.2708,0,1,0,0,1
90111,"White",0,9.0111,1,0,0,0,8
120346,"White",0,12.0346,1,0,0,0,10
62250,"White",0,6.225,1,0,0,0,5
81535,"White",0,8.1535,1,0,0,0,8
63832,"White",0,6.3832,1,0,0,0,6
46543,"White",0,4.6543,1,0,0,0,3
58056,"Black",0,5.8056,0,1,0,0,5
59121,"White",0,5.9121,1,0,0,0,5
24907,"No Majority",0,2.4907,0,0,1,0,1
48659,"White",0,4.8659,1,0,0,0,3
37525,"Black",0,3.7525,0,1,0,0,2
55012,"Black",0,5.5012,0,1,0,0,4
64100,"White",0,6.41,1,0,0,0,6
28750,"Black",0,2.875,0,1,0,0,1
49167,"Black",0,4.9167,0,1,0,0,3
42328,"White",1,4.2328,1,0,0,0,2
87556,"White",0,8.7556,1,0,0,0,8
49755,"White",0,4.9755,1,0,0,0,4
23240,"White",0,2.324,1,0,0,0,1
38500,"White",0,3.85,1,0,0,0,2
21731,"Black",0,2.1731,0,1,0,0,1
38108,"White",1,3.8108,1,0,0,0,2
46283,"White",0,4.6283,1,0,0,0,3
25652,"Black",0,2.5652,0,1,0,0,1
31027,"Black",0,3.1027,0,1,0,0,1
16899,"Black",0,1.6899,0,1,0,0,1
47986,"Black",0,4.7986,0,1,0,0,3
85313,"White",0,8.5313,1,0,0,0,8
181071,"White",0,18.1071,1,0,0,0,10
37401,"Black",0,3.7401,0,1,0,0,2
31815,"Black",0,3.1815,0,1,0,0,1
28996,"Black",0,2.8996,0,1,0,0,1
30259,"Black",1,3.0259,0,1,0,0,1
34576,"Black",0,3.4576,0,1,0,0,1
40724,"Black",0,4.0724,0,1,0,0,2
64063,"White",0,6.4063,1,0,0,0,6
44278,"White",0,4.4278,1,0,0,0,3
71645,"White",0,7.1645,1,0,0,0,7
33315,"White",0,3.3315,1,0,0,0,1
37866,"White",0,3.7866,1,0,0,0,2
